mu_B0,mu_BB,mu_BW,mu_W0,mu_WB,mu_WW,N_B,N_W,term,major
0.0,0.0,1.0,0.17241379310344826,0.034482758620689655,0.7931034482758621,2,58,201610,Administración
0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0909090909090909,0.1818181818181818,0.7272727272727272,12,11,201610,Antropología
0.0,0.2857142857142857,0.7142857142857143,0.21052631578947367,0.08771929824561403,0.7017543859649122,7,57,201610,Arquitectura
0.2857142857142857,0.2857142857142857,0.42857142857142855,0.3125,0.1875,0.5,7,16,201610,Artes
0.27272727272727276,0.5454545454545455,0.18181818181818182,0.08333333333333333,0.08333333333333333,0.8333333333333333,11,24,201610,Biología
0.07142857142857142,0.42857142857142855,0.5,0.16666666666666666,0.16666666666666666,0.6666666666666666,14,42,201610,Cpol
0.2,0.3,0.5,0.13333333333333333,0.16666666666666666,0.7000000000000001,20,60,201610,Derecho
0.19999999999999998,0.19999999999999998,0.6,0.15254237288135591,0.10169491525423728,0.7457627118644067,10,59,201610,Diseño
0.2,0.26666666666666666,0.5333333333333333,0.15151515151515152,0.12121212121212122,0.7272727272727273,15,66,201610,Economía
0.0,0.6666666666666666,0.3333333333333333,0.4,0.2,0.4,3,5,201610,Filosofía
0.33333333333333337,0.4444444444444445,0.22222222222222224,0.2380952380952381,0.09523809523809525,0.6666666666666667,9,21,201610,Física
0.3333333333333333,0.0,0.6666666666666666,0.14285714285714285,0.19047619047619047,0.6666666666666666,6,21,201610,Geociencias
0.2222222222222222,0.2222222222222222,0.5555555555555556,0.2962962962962963,0.1851851851851852,0.5185185185185185,9,27,201610,GobPolítica
1.0,0.0,0.0,0.0,0.0,1.0,1,2,201610,HistArte
0.0,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,1,3,201610,Historia
0.16666666666666666,0.3333333333333333,0.5,0.14285714285714288,0.28571428571428575,0.5714285714285715,24,42,201610,IngAmbiental
0.14285714285714285,0.19047619047619047,0.6666666666666666,0.16666666666666669,0.2916666666666667,0.5416666666666667,21,48,201610,IngBiomédica
0.21875,0.25,0.53125,0.16326530612244897,0.346938775510204,0.48979591836734687,32,49,201610,IngCivil
0.09677419354838711,0.4516129032258065,0.4516129032258065,0.1794871794871795,0.358974358974359,0.46153846153846145,31,39,201610,IngElectrónica
0.29411764705882354,0.5882352941176471,0.11764705882352942,0.2,0.4,0.4,17,5,201610,IngEléctrica
0.06896551724137931,0.20689655172413793,0.7241379310344828,0.1415929203539823,0.18584070796460175,0.6725663716814159,29,113,201610,IngIndustrial
0.07142857142857142,0.5,0.42857142857142855,0.15625,0.1875,0.65625,28,64,201610,IngMecánica
0.12903225806451613,0.5161290322580645,0.3548387096774194,0.10169491525423728,0.1864406779661017,0.711864406779661,31,59,201610,IngQuímica
0.1627906976744186,0.5116279069767442,0.3255813953488372,0.17460317460317462,0.22222222222222224,0.6031746031746031,43,63,201610,IngSistemas
0.0,0.0,1.0,0.2222222222222222,0.2222222222222222,0.5555555555555555,4,18,201610,Literatura
1.0,0.0,0.0,0.11111111111111112,0.0,0.888888888888889,1,9,201610,Matemáticas
0.21739130434782608,0.2608695652173913,0.5217391304347826,0.1111111111111111,0.3333333333333333,0.5555555555555555,23,36,201610,Medicina
0.3,0.6,0.1,0.4444444444444444,0.1111111111111111,0.4444444444444444,10,9,201610,Microbiología
0.09090909090909091,0.36363636363636365,0.5454545454545455,0.1111111111111111,0.3333333333333333,0.5555555555555556,11,18,201610,Música
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2777777777777778,0.16666666666666666,0.5555555555555556,18,36,201610,Psicología
0.14285714285714285,0.5714285714285714,0.2857142857142857,0.05882352941176471,0.23529411764705885,0.7058823529411765,14,17,201610,Química
0.12151394422310757,0.44621513944223107,0.4322709163346613,0.11386986301369861,0.18578767123287668,0.7003424657534246,502,1168,201610,total
0.0,0.0,0.0,0.07246376811594203,0.0,0.927536231884058,0,69,201620,Administración
0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0,9,201620,Antropología
0.0,0.0,1.0,0.109375,0.046875,0.84375,3,64,201620,Arquitectura
0.0,0.6666666666666666,0.3333333333333333,0.23999999999999996,0.039999999999999994,0.72,3,25,201620,Artes
0.5,0.0,0.5,0.2692307692307692,0.03846153846153846,0.6923076923076923,2,26,201620,Biología
0.0,0.6666666666666666,0.3333333333333333,0.2037037037037037,0.018518518518518517,0.7777777777777778,3,54,201620,Cpol
1.0,0.0,0.0,0.1566265060240964,0.0,0.8433734939759036,2,83,201620,Derecho
0.0,0.0,0.0,0.2222222222222222,0.0,0.7777777777777778,0,72,201620,Diseño
0.0,0.0,1.0,0.0967741935483871,0.02150537634408602,0.8817204301075269,2,93,201620,Economía
0.0,0.0,0.0,0.0,0.0,1.0,0,8,201620,Filosofía
0.5,0.0,0.5,0.08333333333333333,0.08333333333333333,0.8333333333333334,2,12,201620,Física
0.0,0.0,0.0,0.14285714285714285,0.0,0.8571428571428571,0,7,201620,Geociencias
0.33333333333333337,0.0,0.6666666666666667,0.14893617021276598,0.04255319148936171,0.8085106382978724,3,47,201620,GobPolítica
0.0,0.0,1.0,0.09090909090909091,0.18181818181818182,0.7272727272727273,2,11,201620,HistArte
0.0,0.0,1.0,0.14814814814814814,0.037037037037037035,0.8148148148148148,1,27,201620,IngAmbiental
0.0,0.4,0.6,0.15217391304347827,0.06521739130434782,0.782608695652174,5,46,201620,IngBiomédica
0.5,0.0,0.5,0.14062499999999997,0.015625,0.84375,2,64,201620,IngCivil
1.0,0.0,0.0,0.12000000000000001,0.0,0.88,1,25,201620,IngElectrónica
1.0,0.0,0.0,0.25,0.0,0.75,1,8,201620,IngEléctrica
0.0,0.0,1.0,0.09016393442622951,0.00819672131147541,0.9016393442622951,1,122,201620,IngIndustrial
0.0,0.0,1.0,0.10447761194029852,0.029850746268656716,0.8656716417910447,2,67,201620,IngMecánica
0.0,0.0,0.0,0.1076923076923077,0.0,0.8923076923076924,0,65,201620,IngQuímica
0.0,0.39999999999999997,0.6,0.18867924528301888,0.056603773584905655,0.7547169811320755,5,53,201620,IngSistemas
1.0,0.0,0.0,0.2857142857142857,0.0,0.7142857142857142,1,14,201620,Literatura
0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0,6,201620,Matemáticas
0.16666666666666666,0.6666666666666666,0.16666666666666666,0.08064516129032258,0.016129032258064516,0.9032258064516129,6,62,201620,Medicina
0.5,0.0,0.5,0.21428571428571427,0.07142857142857142,0.7142857142857143,2,14,201620,Microbiología
0.5,0.0,0.5,0.31250000000000006,0.0625,0.6250000000000001,2,16,201620,Música
0.0,0.0,1.0,0.125,0.025,0.85,1,40,201620,Psicología
0.0,0.0,0.0,0.2,0.0,0.8,0,5,201620,Química
0.32727272727272727,0.2181818181818182,0.45454545454545453,0.08712121212121213,0.01893939393939394,0.8939393939393939,55,1320,201620,total
0.0,0.0,1.0,0.16071428571428573,0.053571428571428575,0.7857142857142857,3,56,201710,Administración
0.16666666666666666,0.3333333333333333,0.5,0.4166666666666667,0.25,0.3333333333333333,6,12,201710,Antropología
0.2,0.26666666666666666,0.5333333333333333,0.14285714285714288,0.14285714285714288,0.7142857142857144,15,56,201710,Arquitectura
0.2,0.5333333333333333,0.26666666666666666,0.1,0.2,0.7000000000000001,15,20,201710,Artes
0.3333333333333333,0.4444444444444444,0.2222222222222222,0.14285714285714285,0.14285714285714285,0.7142857142857142,9,14,201710,Biología
0.16666666666666666,0.3333333333333333,0.5,0.2903225806451613,0.19354838709677422,0.5161290322580645,12,31,201710,Cpol
0.2,0.5333333333333333,0.26666666666666666,0.1836734693877551,0.08163265306122448,0.7346938775510204,15,49,201710,Derecho
0.37500000000000006,0.0,0.625,0.06451612903225806,0.16129032258064516,0.7741935483870969,16,62,201710,Diseño
0.14285714285714285,0.2857142857142857,0.5714285714285714,0.06060606060606061,0.06060606060606061,0.8787878787878788,7,66,201710,Economía
0.5,0.0,0.5,0.39999999999999997,0.19999999999999998,0.39999999999999997,2,5,201710,Filosofía
0.125,0.25,0.625,0.2857142857142857,0.2380952380952381,0.4761904761904762,8,21,201710,Física
0.16666666666666666,0.3333333333333333,0.5,0.5,0.5,0.0,6,6,201710,Geociencias
0.0,0.6000000000000001,0.4,0.17241379310344826,0.13793103448275862,0.689655172413793,10,29,201710,GobPolítica
0.75,0.0,0.25,0.7272727272727273,0.09090909090909091,0.18181818181818182,4,11,201710,HistArte
0.25,0.5,0.25,0.39999999999999997,0.19999999999999998,0.39999999999999997,4,5,201710,Historia
0.11538461538461539,0.46153846153846156,0.4230769230769231,0.10714285714285714,0.39285714285714285,0.5,26,28,201710,IngAmbiental
0.1875,0.375,0.4375,0.13333333333333333,0.4666666666666666,0.39999999999999997,32,30,201710,IngBiomédica
0.2903225806451613,0.32258064516129037,0.3870967741935484,0.09999999999999999,0.3,0.6,31,40,201710,IngCivil
0.25,0.5833333333333334,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.75,24,24,201710,IngElectrónica
0.43750000000000006,0.375,0.1875,0.0,0.42857142857142855,0.5714285714285714,16,7,201710,IngEléctrica
0.10526315789473684,0.31578947368421056,0.5789473684210527,0.10389610389610389,0.14285714285714285,0.7532467532467532,19,77,201710,IngIndustrial
0.09090909090909093,0.45454545454545453,0.45454545454545453,0.12727272727272726,0.1818181818181818,0.6909090909090909,22,55,201710,IngMecánica
0.13888888888888887,0.5,0.36111111111111105,0.05555555555555556,0.24074074074074073,0.7037037037037037,36,54,201710,IngQuímica
0.21212121212121213,0.30303030303030304,0.4848484848484848,0.169811320754717,0.3018867924528302,0.5283018867924529,33,53,201710,IngSistemas
0.27272727272727276,0.36363636363636365,0.36363636363636365,0.0,0.2222222222222222,0.7777777777777778,11,18,201710,Literatura
0.0,0.0,1.0,0.18181818181818182,0.09090909090909091,0.7272727272727273,1,11,201710,Matemáticas
0.13333333333333333,0.39999999999999997,0.4666666666666667,0.19047619047619047,0.3333333333333333,0.47619047619047616,15,21,201710,Medicina
0.2666666666666667,0.4000000000000001,0.33333333333333337,0.18181818181818182,0.4545454545454546,0.36363636363636365,15,11,201710,Microbiología
0.0,0.0,1.0,0.058823529411764705,0.23529411764705882,0.7058823529411764,4,17,201710,Música
0.13333333333333336,0.6666666666666666,0.2,0.03333333333333334,0.1,0.8666666666666666,15,30,201710,Psicología
0.0,0.5,0.5,0.16666666666666669,0.33333333333333337,0.5,8,12,201710,Química
0.10084033613445378,0.47478991596638653,0.42436974789915966,0.09670987038883351,0.20139581256231306,0.7018943170488535,476,1003,201710,total
0.0,0.0,0.0,0.1388888888888889,0.0,0.8611111111111112,0,72,201720,Administración
0.0,0.0,0.0,0.07692307692307693,0.0,0.9230769230769231,0,13,201720,Antropología
0.3333333333333333,0.6666666666666666,0.0,0.0967741935483871,0.0,0.9032258064516129,3,62,201720,Arquitectura
0.0,0.0,0.0,0.2727272727272727,0.0,0.7272727272727273,0,22,201720,Artes
1.0,0.0,0.0,0.2,0.0,0.8,1,15,201720,Biología
0.33333333333333337,0.0,0.6666666666666667,0.23809523809523808,0.04761904761904762,0.7142857142857142,3,42,201720,Cpol
1.0,0.0,0.0,0.17857142857142858,0.0,0.8214285714285714,1,56,201720,Derecho
0.0,0.0,1.0,0.10526315789473684,0.02631578947368421,0.868421052631579,2,76,201720,Diseño
0.5,0.0,0.5,0.09459459459459459,0.013513513513513513,0.8918918918918919,2,74,201720,Economía
0.0,0.0,0.0,0.0,0.0,1.0,0,6,201720,Filosofía
0.0,0.0,1.0,0.4166666666666667,0.08333333333333333,0.5,1,12,201720,Física
0.0,0.0,1.0,0.39999999999999997,0.19999999999999998,0.39999999999999997,2,10,201720,Geociencias
1.0,0.0,0.0,0.21951219512195122,0.0,0.7804878048780488,1,41,201720,GobPolítica
0.0,0.0,0.0,0.25,0.0,0.75,0,8,201720,HistArte
0.0,0.0,0.0,0.2727272727272727,0.0,0.7272727272727273,0,11,201720,Historia
0.0,0.0,0.0,0.21739130434782608,0.0,0.782608695652174,0,23,201720,IngAmbiental
0.0,0.0,1.0,0.13157894736842105,0.07894736842105263,0.7894736842105262,3,38,201720,IngBiomédica
0.5,0.0,0.5,0.1375,0.0375,0.8250000000000001,6,80,201720,IngCivil
1.0,0.0,0.0,0.09090909090909091,0.0,0.9090909090909091,1,33,201720,IngElectrónica
0.0,0.0,1.0,0.5,0.16666666666666666,0.3333333333333333,1,6,201720,IngEléctrica
0.4,0.4,0.2,0.10833333333333334,0.008333333333333333,0.8833333333333333,5,120,201720,IngIndustrial
0.0,0.0,1.0,0.07352941176470588,0.04411764705882353,0.8823529411764707,3,68,201720,IngMecánica
0.3333333333333333,0.6666666666666666,0.0,0.06976744186046512,0.0,0.930232558139535,6,43,201720,IngQuímica
1.0,0.0,0.0,0.1794871794871795,0.0,0.8205128205128205,1,78,201720,IngSistemas
0.5,0.0,0.5,0.07142857142857142,0.07142857142857142,0.8571428571428571,2,14,201720,Literatura
0.0,0.0,1.0,0.3333333333333333,0.2222222222222222,0.4444444444444444,2,9,201720,Matemáticas
0.4,0.0,0.6,0.13559322033898305,0.05084745762711865,0.8135593220338984,5,59,201720,Medicina
0.0,0.5,0.5,0.33333333333333337,0.22222222222222224,0.4444444444444445,4,9,201720,Microbiología
0.6,0.0,0.4,0.18181818181818182,0.09090909090909091,0.7272727272727273,5,22,201720,Música
0.0,0.0,1.0,0.10526315789473685,0.052631578947368425,0.8421052631578948,2,38,201720,Psicología
0.0,0.4,0.6,0.0,1.0,0.0,5,3,201720,Química
0.26666666666666666,0.26666666666666666,0.4666666666666667,0.08560311284046693,0.027237354085603113,0.88715953307393,75,1285,201720,total
0.25,0.0,0.75,0.11940298507462688,0.04477611940298507,0.835820895522388,4,67,201810,Administración
0.0,0.0,1.0,0.14285714285714285,0.2857142857142857,0.5714285714285714,2,7,201810,Antropología
0.0909090909090909,0.5454545454545454,0.3636363636363636,0.0857142857142857,0.11428571428571428,0.8,11,35,201810,Arquitectura
0.5,0.0,0.5,0.36363636363636365,0.09090909090909091,0.5454545454545455,4,22,201810,Artes
0.0,0.0,1.0,0.375,0.125,0.5,1,8,201810,Biología
0.5,0.0,0.5,0.17857142857142855,0.03571428571428571,0.7857142857142857,2,28,201810,Cpol
0.15789473684210525,0.3157894736842105,0.5263157894736842,0.11111111111111112,0.15873015873015872,0.7301587301587302,19,63,201810,Derecho
1.0,0.0,0.0,0.11475409836065573,0.0,0.8852459016393442,1,61,201810,Diseño
0.06666666666666668,0.5333333333333334,0.4,0.09333333333333334,0.08,0.8266666666666667,15,75,201810,Economía
0.0,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,1,3,201810,Filosofía
0.2727272727272727,0.5454545454545454,0.1818181818181818,0.3333333333333333,0.16666666666666666,0.5,11,12,201810,Física
0.3333333333333333,0.6666666666666666,0.0,0.25,0.0,0.75,3,16,201810,Geociencias
0.5,0.0,0.5,0.1,0.03333333333333333,0.8666666666666667,2,30,201810,GobPolítica
0.0,0.0,1.0,0.0,0.6666666666666667,0.33333333333333337,4,6,201810,HistArte
0.0,0.0,1.0,0.0,1.0,0.0,1,1,201810,Historia
0.25,0.0,0.75,0.17391304347826086,0.13043478260869565,0.6956521739130435,4,23,201810,IngAmbiental
0.1111111111111111,0.2222222222222222,0.6666666666666666,0.056603773584905655,0.11320754716981131,0.8301886792452831,9,53,201810,IngBiomédica
0.11538461538461538,0.5384615384615384,0.3461538461538461,0.20454545454545453,0.20454545454545453,0.5909090909090909,26,44,201810,IngCivil
0.0,0.5333333333333333,0.4666666666666666,0.08,0.27999999999999997,0.64,15,25,201810,IngElectrónica
0.6666666666666667,0.0,0.33333333333333337,0.28571428571428575,0.14285714285714288,0.5714285714285715,3,7,201810,IngEléctrica
0.0,0.2,0.8,0.1020408163265306,0.08163265306122448,0.8163265306122448,10,98,201810,IngIndustrial
0.23076923076923075,0.30769230769230765,0.4615384615384615,0.08771929824561403,0.10526315789473685,0.8070175438596491,13,57,201810,IngMecánica
0.19999999999999998,0.6666666666666666,0.13333333333333333,0.02564102564102564,0.05128205128205128,0.923076923076923,15,39,201810,IngQuímica
0.23529411764705885,0.23529411764705885,0.5294117647058824,0.18333333333333332,0.15,0.6666666666666665,17,60,201810,IngSistemas
0.0,0.0,1.0,0.14285714285714285,0.09523809523809525,0.761904761904762,2,21,201810,Literatura
0.0,0.0,1.0,0.3333333333333333,0.2222222222222222,0.4444444444444444,2,9,201810,Matemáticas
0.09090909090909091,0.36363636363636365,0.5454545454545455,0.09090909090909091,0.27272727272727276,0.6363636363636365,11,22,201810,Medicina
0.0,0.0,1.0,0.23076923076923078,0.15384615384615383,0.6153846153846153,2,13,201810,Microbiología
0.0,0.0,1.0,0.1111111111111111,0.2222222222222222,0.6666666666666666,2,9,201810,Música
0.33333333333333337,0.0,0.6666666666666667,0.17647058823529413,0.11764705882352942,0.7058823529411765,3,17,201810,Psicología
0.0,0.0,1.0,0.0,0.14285714285714285,0.8571428571428571,1,7,201810,Química
0.12389380530973451,0.37168141592920356,0.504424778761062,0.09467455621301775,0.11242603550295857,0.7928994082840237,226,1014,201810,total
0.0,0.0,1.0,0.07619047619047618,0.009523809523809523,0.9142857142857143,1,105,201820,Administración
0.5,0.0,0.5,0.19999999999999998,0.13333333333333333,0.6666666666666666,4,15,201820,Antropología
0.19999999999999998,0.39999999999999997,0.39999999999999997,0.09803921568627451,0.0392156862745098,0.8627450980392157,5,51,201820,Arquitectura
0.5,0.0,0.5,0.38888888888888884,0.05555555555555556,0.5555555555555556,2,18,201820,Artes
1.0,0.0,0.0,0.14285714285714285,0.0,0.8571428571428572,3,14,201820,Biología
0.2,0.4,0.4,0.13333333333333333,0.06666666666666667,0.8,5,30,201820,Cpol
0.3636363636363636,0.5454545454545454,0.0909090909090909,0.13186813186813187,0.010989010989010988,0.857142857142857,11,91,201820,Derecho
0.0,0.5,0.5,0.1267605633802817,0.028169014084507043,0.8450704225352114,4,71,201820,Diseño
0.0,0.0,1.0,0.12631578947368421,0.031578947368421054,0.8421052631578948,3,95,201820,Economía
0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0,6,201820,Filosofía
0.125,0.5,0.375,0.15,0.15,0.7,8,20,201820,Física
0.2222222222222222,0.6666666666666667,0.1111111111111111,0.125,0.125,0.7500000000000001,9,8,201820,Geociencias
0.3333333333333333,0.0,0.6666666666666666,0.17647058823529413,0.058823529411764705,0.7647058823529411,3,34,201820,GobPolítica
1.0,0.0,0.0,0.14285714285714285,0.0,0.8571428571428571,1,7,201820,HistArte
0.0,0.6666666666666666,0.3333333333333333,0.15,0.05,0.8,3,20,201820,IngAmbiental
0.0,0.3333333333333333,0.6666666666666666,0.08771929824561403,0.07017543859649122,0.8421052631578947,6,57,201820,IngBiomédica
0.3333333333333333,0.4444444444444444,0.2222222222222222,0.14285714285714285,0.03571428571428571,0.8214285714285714,9,56,201820,IngCivil
0.0,0.5,0.5,0.21428571428571427,0.07142857142857142,0.7142857142857143,4,28,201820,IngElectrónica
0.0,0.6666666666666667,0.33333333333333337,0.37499999999999994,0.125,0.5,3,8,201820,IngEléctrica
0.0,0.0,1.0,0.1402439024390244,0.006097560975609756,0.853658536585366,1,164,201820,IngIndustrial
0.42857142857142855,0.0,0.5714285714285714,0.12121212121212122,0.06060606060606061,0.8181818181818182,7,66,201820,IngMecánica
0.125,0.5,0.37500000000000006,0.06451612903225806,0.09677419354838711,0.8387096774193549,8,31,201820,IngQuímica
0.1111111111111111,0.2222222222222222,0.6666666666666666,0.17241379310344826,0.10344827586206896,0.7241379310344829,9,58,201820,IngSistemas
0.0,0.0,1.0,0.18181818181818182,0.2727272727272727,0.5454545454545454,3,11,201820,Literatura
0.0,0.0,0.0,0.09090909090909091,0.0,0.9090909090909091,0,11,201820,Matemáticas
0.09090909090909091,0.36363636363636365,0.5454545454545455,0.09090909090909091,0.10909090909090909,0.7999999999999999,11,55,201820,Medicina
0.0,0.0,1.0,0.375,0.125,0.5,1,8,201820,Microbiología
0.5,0.0,0.5,0.18181818181818182,0.09090909090909091,0.7272727272727273,2,11,201820,Música
0.0,0.0,1.0,0.125,0.1875,0.6875000000000001,6,32,201820,Psicología
0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0,3,201820,Química
0.16176470588235295,0.35294117647058826,0.4852941176470588,0.09133489461358314,0.05152224824355972,0.8571428571428572,136,1281,201820,total
